"from_geneSymbol","to_geneSymbol","combined_score"
"TPO","CTSD",905
"SHMT1","GNMT",959
"SHMT1","MAT1A",663
"SHMT1","DHFR",984
"SHMT1","SRR",932
"SHMT1","MTHFR",989
"SHMT1","AGXT",974
"SHMT1","ALAS2",922
"SHMT1","TYMS",991
"SHMT1","MTHFD2",991
"SHMT1","FTCD",946
"SHMT1","PIPOX",948
"SHMT1","PSAT1",832
"SHMT1","ATIC",996
"SHMT1","GAPDH",865
"SHMT1","GCSH",981
"CPN2","CPN1",986
"UGDH","GALE",985
"GCSH","SHMT1",981
"GCSH","PSAT1",755
"GCSH","LIAS",977
"GCSH","PDHA1",920
"GCSH","ATIC",745
"GCSH","PDHA2",912
"GCSH","GLS",809
"GCSH","MTHFD2",704
"GCSH","GLUL",827
"GCSH","GLS2",842
"GCSH","PDHB",917
"GCSH","AGXT",956
"GCSH","MTHFR",747
"GCSH","GAD2",813
"GCSH","LIPT1",993
"GCSH","ALDH4A1",840
"NQO1","HIF1A",697
"NQO1","TP53",996
"NQO1","VKORC1L1",901
"NQO1","GCLM",895
"NQO1","CRYZ",882
"NQO1","GSTM1",740
"NQO1","GSTA1",696
"NQO1","CAT",760
"NQO1","NME1",699
"NQO1","GPX1",684
"NQO1","TXNRD1",761
"NQO1","GPX2",686
"PCK1","CPT1A",718
"PCK1","ALDH5A1",811
"PCK1","PDHB",862
"PCK1","PC",981
"PCK1","MDH1",951
"PCK1","FBP1",792
"PCK1","RXRA",924
"PCK1","RXRB",930
"PCK1","ACSS2",876
"PCK1","PDHA2",820
"PCK1","SLC2A2",738
"PCK1","NDUFA11",724
"PCK1","FASN",692
"PCK1","ASL",848
"PCK1","ACSS1",843
"PCK1","PKLR",970
"PCK1","GOT1",837
"CACNB2","CACNA1B",934
"CACNB2","SNAP25",924
"CACNB2","SCN5A",794
"CACNB2","CACNA1A",912
"CACNB2","CACNB1",882
"CACNB2","CACNB3",916
"CACNB2","VAMP2",906
"CACNB2","CACNA1F",957
"CACNB2","CACNA1D",982
"CACNB2","CACNB4",817
"CACNB2","CACNA1C",998
"CACNB2","CACNA2D2",958
"CACNB2","KCNJ8",663
"GHRHR","GHSR",669
"TUBB3","SNCA",728
"TUBB3","TUBA1B",997
"TUBB3","TUBA3E",885
"TUBB3","MAP2",792
"TUBB3","TUBA1C",964
"TUBB3","TUBA1A",993
"SLC7A8","SLC1A1",680
"YARS2","KARS",907
"YARS2","FARS2",907
"YARS2","LARS2",965
"YARS2","EARS2",918
"YARS2","AARS",955
"YARS2","LARS",902
"YARS2","GARS",919
"YARS2","IARS",881
"YARS2","HARS",799
"YARS2","YARS",971
"CALR","VWF",671
"CALR","HSP90AB1",733
"CALR","HMGB1",716
"CALR","MPL",985
"CALR","C1QC",883
"CALR","MMP9",803
"CALR","HSP90B1",999
"CALR","F8",685
"CALR","SFTPD",956
"CALR","C1QB",825
"CALR","PTGES3",712
"CALR","C1QA",911
"CALR","TLR4",752
"CALR","LMAN1",778
"CALR","PPIB",950
"ME2","PKLR",946
"ME2","DCXR",670
"ME2","ME1",808
"ME2","PDHA2",922
"ME2","ME3",809
"ME2","LDHC",923
"ME2","AK1",687
"ME2","LDHAL6B",923
"ME2","MDH1",953
"ME2","PDHB",924
"ME2","PC",956
"F2R","RHOA",834
"F2R","F10",689
"F2R","CHRM1",811
"F2R","ITGA2B",723
"F2R","PROS1",935
"F2R","ADRBK2",917
"F2R","HRAS",911
"F2R","SRC",752
"F2R","MMP1",849
"F2R","F2",998
"F2R","CHRM2",829
"LPA","CRP",727
"LPA","ABCA1",857
"LPA","ALB",720
"LPA","SCARB1",716
"LPA","APOA1",995
"LPA","FGB",845
"LPA","FGG",812
"LPA","APOE",950
"LPA","FGA",771
"IMPDH2","CANT1",901
"IMPDH2","NT5M",663
"IMPDH2","NT5E",931
"IMPDH2","HPRT1",940
"IMPDH2","ATIC",973
"IMPDH2","ADSSL1",953
"IMPDH2","GMPS",994
"IMPDH2","GMPR",920
"IMPDH2","TPMT",927
"NDUFV1","NDUFS5",999
"NDUFV1","NDUFB2",994
"NDUFV1","NDUFS4",999
"NDUFV1","PDHA1",680
"NDUFV1","NDUFA12",999
"NDUFV1","SDHB",992
"NDUFV1","PARK7",959
"NDUFV1","NDUFA11",999
"NDUFV1","NDUFB1",993
"NDUFV1","NDUFA9",999
"NDUFV1","NDUFA2",999
"NDUFV1","NDUFA8",999
"NDUFV1","NDUFB8",998
"NDUFV1","NDUFS8",999
"NDUFV1","NDUFA1",995
"NDUFV1","NDUFB6",999
"NDUFV1","NDUFB3",997
"NDUFV1","NDUFB10",999
"NDUFV1","NDUFA7",999
"NDUFV1","NDUFB5",999
"NDUFV1","NDUFA13",999
"NDUFV1","NDUFA10",999
"MMP1","MMP9",961
"MMP1","PLAU",668
"MMP1","LCN2",949
"MMP1","FOS",666
"MMP1","TIMP3",852
"MMP1","CMA1",940
"MMP1","IGF1",946
"MMP1","MMP3",953
"MMP1","F2R",849
"BCAT2","GCLM",932
"BCAT2","CTH",934
"BCAT2","HIBADH",717
"SLC2A2","GC",671
"SLC2A2","NR1H4",748
"SLC2A2","TAS1R3",662
"SLC2A2","IRS1",675
"SLC2A2","FGA",673
"SLC2A2","TAS1R2",666
"SLC2A2","SLC15A1",773
"SLC2A2","FTCD",666
"SLC2A2","ABCC2",667
"SLC2A2","PCK1",738
"SLC2A2","TP53",845
"KARS","SOD1",982
"KARS","EARS2",847
"KARS","FARS2",876
"KARS","LARS2",870
"KARS","GRIK3",704
"KARS","HARS",980
"KARS","YARS2",907
"KARS","YARS",985
"KARS","AARS",980
"KARS","LARS",999
"KARS","GARS",966
"KARS","GRIK4",773
"KARS","GMPS",815
"KARS","IARS",999
"PDGFB","PDGFD",965
"PDGFB","LCK",907
"PDGFB","PIK3R1",935
"PDGFB","TEK",920
"PDGFB","HSPG2",824
"PDGFB","PDGFRB",999
"PDGFB","FGFR3",726
"PDGFB","FURIN",923
"PDGFB","IGF1R",738
"PDGFB","FGFR2",782
"PDGFB","ABL1",940
"PDGFB","HIF1A",706
"PDGFB","HRAS",955
"PDGFB","PTPN11",916
"PDGFB","FLT4",925
"PDGFB","PIK3CB",907
"PDGFB","MET",726
"PDGFB","PTPN1",906
"PDGFB","ITGB3",923
"PDGFB","FGFR4",813
"PDGFB","FLT3",730
"PDGFB","KIT",811
"PDGFB","IGF1",915
"PDGFB","AKT1",952
"PDGFB","ERBB2",813
"PDGFB","SRC",945
"PDGFB","STAT5B",915
"LEPR","PTPN1",973
"LEPR","PTPN11",972
"LEPR","GHSR",677
"LEPR","IL13",663
"LEPR","STAT5B",779
"LEPR","CSF2",663
"LEPR","IRS1",823
"LEPR","IL3",670
"LEPR","CARTPT",665
"LEPR","IFNG",695
"LEPR","IL15",666
"NDUFA12","NDUFA9",999
"NDUFA12","NDUFA2",999
"NDUFA12","NDUFB8",999
"NDUFA12","NDUFS5",999
"NDUFA12","NDUFA8",999
"NDUFA12","NDUFB2",994
"NDUFA12","NDUFS8",999
"NDUFA12","VDAC3",712
"NDUFA12","SLC25A13",665
"NDUFA12","NDUFA1",998
"NDUFA12","NDUFS4",999
"NDUFA12","NDUFB10",999
"NDUFA12","SDHB",971
"NDUFA12","NDUFB3",999
"NDUFA12","NDUFB6",999
"NDUFA12","NDUFV1",999
"NDUFA12","PARK7",906
"NDUFA12","MDH1",705
"NDUFA12","NDUFA7",999
"NDUFA12","SLC25A12",666
"NDUFA12","NDUFA11",999
"NDUFA12","NDUFA10",998
"NDUFA12","VDAC2",784
"NDUFA12","NDUFB5",999
"NDUFA12","NDUFA13",999
"NDUFA12","NDUFB1",997
"NDUFA12","BAD",710
"NDUFB1","NDUFS5",994
"NDUFB1","NDUFB8",992
"NDUFB1","NDUFA8",998
"NDUFB1","NDUFA2",998
"NDUFB1","NDUFA9",998
"NDUFB1","NDUFS8",991
"NDUFB1","NDUFB2",992
"NDUFB1","NDUFB10",993
"NDUFB1","NDUFB6",996
"NDUFB1","NDUFB3",995
"NDUFB1","NDUFA12",997
"NDUFB1","NDUFA1",996
"NDUFB1","NDUFS4",993
"NDUFB1","NDUFA10",991
"NDUFB1","NDUFA13",993
"NDUFB1","NDUFB5",998
"NDUFB1","NDUFA7",994
"NDUFB1","NDUFA11",989
"NDUFB1","NDUFV1",993
"KCNH7","KCNA1",683
"KCNH7","KCNQ3",688
"KCNH7","KCNC4",666
"SELE","CRP",811
"SELE","ALB",662
"SELE","EDN1",681
"SELE","CD44",997
"SELE","CDH5",733
"SELE","VWF",806
"SELE","NOS3",693
"SELE","MUC1",969
"SELE","VCAM1",924
"SELE","CD4",716
"CALCA","CALCB",818
"CALCA","RAMP3",947
"CALCA","RAMP1",999
"CALCA","IAPP",973
"CALCA","DBH",747
"CALCA","TRPA1",759
"CALCA","CHAT",666
"CALCA","RAMP2",992
"CD86","CCR5",791
"CD86","LCK",946
"CD86","CD40",952
"CD86","CD3D",936
"CD86","ALB",685
"CD86","CCR2",756
"CD86","PIK3R1",909
"CD86","IL15",668
"CD86","CD40LG",893
"CD86","CD1A",831
"CD86","TLR4",819
"CD86","IFNG",816
"CD86","PTPN11",940
"CD86","CD3E",961
"CD86","IL13",692
"CD86","FCGR3B",798
"CD86","FCGR2A",785
"CD86","TLR8",738
"CD86","BTK",690
"CD86","ITK",934
"CD86","CD44",726
"CD86","CD19",854
"CD86","SRC",680
"CD86","AKT1",829
"CD86","CSF2",871
"CD86","CD4",995
"CD86","TLR9",776
"CD86","CXCL10",726
"PDE4B","NT5E",691
"PDE4B","ENPP1",839
"PDE4B","CACNA1C",691
"PDE4B","ADCY1",835
"ALDH1A3","ADH5",822
"ALDH1A3","CYP2A6",905
"ALDH1A3","CYP2C9",684
"ALDH1A3","ADH7",838
"ALDH1A3","ADH1C",801
"ALDH1A3","CYP26A1",973
"ALDH1A3","ALDH1A1",806
"ALDH1A3","ADH4",796
"ALDH1A3","ADH1B",785
"ALDH1A3","RDH5",953
"ALDH1A3","CYP3A4",911
"ALDH1A3","RDH12",935
"ALDH1A3","CYP4A11",908
"RARB","HDAC3",907
"RARB","RARG",902
"RARB","RXRA",996
"RARB","RXRB",979
"RARB","VDR",910
"RARB","AKT1",921
"RARB","CYP26A1",739
"RARB","HDAC1",928
"RARB","RARA",946
"ALAS2","PIPOX",919
"ALAS2","AGXT",913
"ALAS2","FECH",953
"ALAS2","SNCA",667
"ALAS2","SHMT1",922
"ALAS2","GNMT",907
"ALAS2","HBA1",667
"CLCNKA","CFTR",673
"CLCNKA","SLC12A3",693
"ADSSL1","ESD",788
"ADSSL1","GMPS",745
"ADSSL1","NT5E",734
"ADSSL1","HPRT1",954
"ADSSL1","GAD2",804
"ADSSL1","CANT1",900
"ADSSL1","NT5M",665
"ADSSL1","ASRGL1",901
"ADSSL1","ATIC",983
"ADSSL1","IMPDH2",953
"ADSSL1","GMPR",948
"ADSSL1","ASS1",958
"ADSSL1","FTCD",800
"ADSSL1","GOT1",926
"PLA2G6","CYP4A11",691
"PLA2G6","PTGS1",835
"PLA2G6","PRKCE",800
"PLA2G6","PARK7",699
"PLA2G6","PLD1",691
"PLA2G6","HIBADH",726
"PLA2G6","CYP2C9",666
"PLA2G6","PRKCA",835
"PLA2G6","PTDSS2",669
"PLA2G6","FTL",773
"TMLHE","SLC6A8",684
"CCKBR","PTPN11",813
"CCKBR","CCKAR",846
"GABRA5","GABRA3",937
"GABRA5","GABBR2",794
"GABRA5","GABRB1",740
"GABRA5","GABRA2",910
"GSTA1","MGST2",768
"GSTA1","ADH1C",809
"GSTA1","GSTO1",879
"GSTA1","ADH7",781
"GSTA1","ADH5",740
"GSTA1","CYP2A6",781
"GSTA1","GSTM1",759
"GSTA1","GSTM4",716
"GSTA1","CYP2C9",797
"GSTA1","ALDH3B2",693
"GSTA1","ALDH3A1",819
"GSTA1","ADH1B",767
"GSTA1","GSTA4",806
"GSTA1","CYP3A4",839
"GSTA1","GSTA2",963
"GSTA1","ADH4",763
"GSTA1","GPX6",732
"GSTA1","NQO1",696
"GSTA1","GPX2",832
"GSTA1","GSTM2",735
"GSTA1","GPX1",834
"GSTA1","GPX3",783
"GSTA1","GSTA5",883
"NR1I2","F10",676
"NR1I2","CYP3A4",906
"NR1I2","ABCC2",725
"NR1I2","TP53",753
"NR1I2","HSP90AB1",722
"NR1I2","PPIG",807
"NR1I2","RXRA",984
"NR1I2","CYP2C9",769
"NR1I2","SRC",789
"TUBA1B","TUBB2A",996
"TUBA1B","TUBA1A",969
"TUBA1B","PRNP",707
"TUBA1B","TUBB6",949
"TUBA1B","TUBA1C",980
"TUBA1B","TUBB3",997
"TUBA1B","KIF11",937
"TUBA1B","SNCA",670
"FGG","TTR",724
"FGG","FGB",999
"FGG","GC",889
"FGG","ITGA2B",919
"FGG","PTPN1",907
"FGG","ITGB3",975
"FGG","PEBP1",908
"FGG","VWF",739
"FGG","FGA",999
"FGG","F2",998
"FGG","LPA",812
"FGG","F10",790
"FGG","FTCD",843
"FGG","ORM1",711
"FGG","ALB",842
"FGG","PLAUR",907
"FGG","PLAU",940
"FGG","TLR4",723
"FGG","APOA1",878
"NME1","CANT1",729
"NME1","ENPP1",665
"NME1","RRM1",934
"NME1","PEBP1",791
"NME1","MUC1",718
"NME1","PRDX5",712
"NME1","DTYMK",954
"NME1","NQO1",699
"NME1","AK1",731
"NME1","RRM2",926
"NME1","ALDH6A1",688
"NME1","GCH1",842
"NME1","PKLR",829
"NME1","SOD1",908
"NME1","GAPDH",866
"NME1","TP53",908
"CHAT","CALCA",666
"CHAT","CHRNA10",738
"CHAT","ACHE",927
"CHAT","CPT2",726
"CHAT","DBH",713
"CHAT","HSD17B4",912
"LRAT","ADH1C",930
"LRAT","ADH5",921
"LRAT","RDH12",975
"LRAT","ADH4",915
"LRAT","RETSAT",931
"LRAT","CYP26A1",959
"LRAT","ADH7",936
"LRAT","ADH1B",916
"LRAT","RDH5",979
"KCNE1","KCNQ3",704
"KCNE1","KCNH2",993
"KCNE1","CACNA1C",724
"KCNE1","SCN5A",901
"LCK","DAPP1",941
"LCK","UGCG",902
"LCK","PDGFRB",919
"LCK","PIK3R1",984
"LCK","PTK2",949
"LCK","PDGFB",907
"LCK","IL2RA",987
"LCK","HRAS",954
"LCK","ABL1",907
"LCK","FOS",694
"LCK","PTPN11",946
"LCK","WAS",777
"LCK","CD86",946
"LCK","ITGA2B",953
"LCK","SYK",983
"LCK","BTK",914
"LCK","CD44",992
"LCK","CD19",744
"LCK","PPP2CA",921
"LCK","STAT5B",965
"LCK","SNCA",911
"LCK","RHOA",943
"LCK","CD3D",988
"LCK","IL2RG",949
"LCK","MAP2K1",933
"LCK","PRKCE",918
"LCK","CD3E",993
"LCK","SMPD1",908
"LCK","FLT3",673
"LCK","KIT",778
"LCK","ITK",955
"LCK","IRS1",945
"LCK","SRC",906
"LCK","CD4",999
"LCK","AKT1",939
"CYP3A4","CYP2C9",969
"CYP3A4","GSTM4",739
"CYP3A4","GSTM1",842
"CYP3A4","NR1I2",906
"CYP3A4","GSTA2",806
"CYP3A4","CYP2A6",954
"CYP3A4","GSTA1",839
"CYP3A4","ABCG2",834
"CYP3A4","NR1H4",699
"CYP3A4","GSTA5",720
"CYP3A4","GSTM2",768
"CYP3A4","ALDH1A1",927
"CYP3A4","CYP26A1",940
"CYP3A4","CYP4A11",945
"CYP3A4","GSTO1",700
"CYP3A4","HSD17B7",925
"CYP3A4","CYP17A1",937
"CYP3A4","POR",972
"CYP3A4","CYB5A",971
"CYP3A4","ABCC2",744
"CYP3A4","PPIG",915
"CYP3A4","MAOA",935
"CYP3A4","ALB",754
"CYP3A4","CBR1",929
"CYP3A4","GSTA4",757
"CYP3A4","ALDH1A3",911
"HTR7","DHFR",662
"HTR7","HTR6",840
"HTR7","SLC6A4",848
"SNCA","TLR4",840
"SNCA","APOA1",816
"SNCA","BCL2L1",763
"SNCA","NDUFS4",668
"SNCA","PARK7",998
"SNCA","SLC6A4",688
"SNCA","SLC18A2",954
"SNCA","IAPP",873
"SNCA","TUBB3",728
"SNCA","VAMP2",994
"SNCA","TUBA1B",670
"SNCA","LCK",911
"SNCA","NDUFB6",833
"SNCA","ALAS2",667
"SNCA","SRC",944
"SNCA","TTR",829
"SNCA","GAPDH",952
"SNCA","CYCS",803
"SNCA","PLD1",933
"SNCA","PRNP",919
"SNCA","ALB",694
"SNCA","SOD1",795
"SNCA","APOE",970
"SNCA","BAD",965
"SNCA","SNAP25",853
"SNCA","HMGB1",775
"SNCA","NDUFA8",713
"SNCA","CTSD",690
"SNCA","SYK",924
"PLAUR","SRC",964
"PLAUR","FGA",916
"PLAUR","FGG",907
"PLAUR","FPR1",984
"PLAUR","FGB",909
"PLAUR","ITGB3",961
"PLAUR","SERPINB5",787
"PLAUR","MET",944
"PLAUR","GAPDH",814
"PLAUR","PDGFRB",944
"PLAUR","PLAU",999
"PLAUR","SERPINB2",968
"PLAUR","PDGFD",915
"PLAUR","MMP9",790
"SRR","SHMT1",932
"SRR","AGXT",923
"SRR","PRLR",720
"SRR","GRIN1",675
"ACSL4","CPT1A",825
"ACSL4","FASN",948
"ACSL4","ACSL1",732
"FGFR3","PIK3R1",945
"FGFR3","FGFR2",971
"FGFR3","HRAS",982
"FGFR3","MDM2",773
"FGFR3","TP53",687
"FGFR3","PDGFB",726
"FGFR3","PIK3CB",692
"FGFR3","PTPN11",965
"FGFR3","FOS",922
"FGFR3","STAT5B",929
"FGFR3","IGF1",778
"FGFR3","PDGFD",669
"FGFR3","PTGDR",851
"FGFR3","SDC2",924
"FGFR3","FGFR4",907
"FGFR3","SRC",929
"FGFR3","MUC1",828
"PKLR","NME1",829
"PKLR","GCH1",838
"PKLR","LDHC",921
"PKLR","RRM2",908
"PKLR","FBP1",745
"PKLR","AK1",764
"PKLR","G6PD",949
"PKLR","PCK1",970
"PKLR","ME2",946
"PKLR","GAPDH",819
"PKLR","PDHA1",954
"PKLR","MDH1",712
"PKLR","PC",975
"PKLR","PDHB",956
"PKLR","H6PD",952
"PKLR","RRM1",925
"PKLR","ME3",965
"PKLR","ENPP1",903
"PKLR","LDHAL6B",927
"PKLR","GUCY2C",663
"PKLR","CANT1",914
"PKLR","ME1",965
"PKLR","PDHA2",935
"PKLR","HK1",734
"SMPD1","MAT1A",739
"SMPD1","PTPN11",900
"SMPD1","IL2RA",900
"SMPD1","IL2RG",902
"SMPD1","PIK3R1",906
"SMPD1","LCK",908
"SMPD1","UGCG",973
"NMNAT3","NMNAT1",817
"NMNAT3","ENPP1",803
"NMNAT3","NT5E",670
"MAOA","ADH5",704
"MAOA","ALDH2",961
"MAOA","IL13",904
"MAOA","DBH",962
"MAOA","DRD3",665
"MAOA","SLC18A2",723
"MAOA","SLC6A4",887
"MAOA","ADH1C",757
"MAOA","PNMT",940
"MAOA","SAT1",911
"MAOA","ADH7",734
"MAOA","HTR1A",772
"MAOA","COMT",989
"MAOA","HTR2A",782
"MAOA","ADH4",923
"MAOA","ALDH1B1",925
"MAOA","HTR1B",708
"MAOA","ALDH3B2",945
"MAOA","ALDH3A1",923
"MAOA","ADH1B",942
"MAOA","CYP3A4",935
"MAOA","DDC",971
"PTPN11","IL2RA",914
"PTPN11","PDGFB",916
"PTPN11","FGFR3",965
"PTPN11","GDNF",914
"PTPN11","CTNNB1",995
"PTPN11","HRAS",991
"PTPN11","FGFR2",967
"PTPN11","IFNAR2",936
"PTPN11","UGCG",900
"PTPN11","PDGFRB",998
"PTPN11","ALK",733
"PTPN11","CD33",776
"PTPN11","PTK2",993
"PTPN11","TEK",965
"PTPN11","PIK3R1",998
"PTPN11","IGF1",944
"PTPN11","IFNAR1",938
"PTPN11","NOS3",952
"PTPN11","PPP2CA",918
"PTPN11","STAT5B",952
"PTPN11","CSF2",944
"PTPN11","MET",989
"PTPN11","PIK3CB",860
"PTPN11","CD86",940
"PTPN11","GHR",743
"PTPN11","SYK",934
"PTPN11","CCKBR",813
"PTPN11","CSF3R",746
"PTPN11","FCER1G",948
"PTPN11","ITGB3",784
"PTPN11","PTPN1",863
"PTPN11","IGF1R",999
"PTPN11","MAP2K1",982
"PTPN11","IFNG",934
"PTPN11","TLR4",939
"PTPN11","BCL2L1",945
"PTPN11","LCK",946
"PTPN11","CD3D",905
"PTPN11","RHOA",954
"PTPN11","IL3",944
"PTPN11","LEPR",972
"PTPN11","IL2RG",920
"PTPN11","CDH5",947
"PTPN11","PRLR",811
"PTPN11","IRS1",999
"PTPN11","CAT",765
"PTPN11","SRC",985
"PTPN11","ERBB2",998
"PTPN11","AKT1",978
"PTPN11","CD4",951
"PTPN11","CD3E",918
"PTPN11","SMPD1",900
"PTPN11","PIK3CD",853
"PTPN11","KIT",990
"PTPN11","FLT3",963
"PTPN11","FGFR4",760
"PTPN11","SDC2",904
"PTPN11","IFNB1",929
"ACACB","CPT1A",948
"ACACB","ALDH6A1",931
"ACACB","SUCLG2",846
"ACACB","ACSS1",950
"ACACB","ACAT1",917
"ACACB","ACSS2",965
"ACACB","FASN",988
"NPR2","ENPP1",672
"NPR2","PDE10A",743
"NPR2","PDE9A",743
"NPR2","GCH1",808
"NPR2","NPPB",951
"PTK2","PRKCA",835
"PTK2","LAMA1",906
"PTK2","FLT4",935
"PTK2","PIK3CD",849
"PTK2","CASP3",953
"PTK2","SRC",994
"PTK2","ERBB2",970
"PTK2","CD4",771
"PTK2","CDH5",900
"PTK2","LAMC1",928
"PTK2","LCK",949
"PTK2","RHOA",981
"PTK2","ESR2",697
"PTK2","ITGB7",955
"PTK2","IGF1R",888
"PTK2","SYK",960
"PTK2","FCER1G",934
"PTK2","ITGA2B",847
"PTK2","ITGB3",996
"PTK2","MET",865
"PTK2","PIK3CB",861
"PTK2","WAS",951
"PTK2","PTPN11",993
"PTK2","FOS",936
"PTK2","VCAM1",933
"PTK2","VWF",691
"PTK2","PDGFRB",877
"PTK2","PIK3R1",995
"PTK2","CHRM1",904
"PTK2","HRAS",953
"PTK2","CTNNB1",816
"PTK2","GAPDH",670
"PTK2","LAMA5",914
"PTK2","TP53",955
"PTK2","MDM2",725
"PTK2","GDNF",920
"PTK2","PRKAR2A",902
"CYB5A","FTL",735
"CYB5A","CYP2C9",713
"CYB5A","CYP2A6",735
"CYB5A","VAMP2",914
"CYB5A","PPIG",873
"CYB5A","CYP51A1",835
"CYB5A","CAMLG",718
"CYB5A","CYB5R3",996
"CYB5A","CYP3A4",971
"CYB5A","CYCS",995
"CYB5A","CYP17A1",991
"CYB5A","POR",992
"PPP1CC","AURKB",979
"PPP1CC","PRKCE",838
"PPP1CC","PPCDC",736
"PPP1CC","GRIA1",701
"PPP1CC","RB1",864
"PPP1CC","BRAF",910
"PPP1CC","CYCS",907
"PPP1CC","TOP1",732
"PPP1CC","CACNA1D",813
"PPP1CC","CACNA1C",844
"PPP1CC","ARAF",910
"PPP1CC","HDAC1",773
"PPP1CC","GRIN1",865
"PPP1CC","PPP2CA",946
"TNNI3","CTNS",661
"TNNI3","CRP",739
"TNNI3","NPPB",774
"PYCR2","ALDH4A1",966
"HRH3","HDC",774
"PLD1","PLA2G6",691
"PLD1","PTDSS2",932
"PLD1","PRKCA",991
"PLD1","RHOA",999
"PLD1","SNCA",933
"PLD1","PISD",954
"PPCDC","PPP1CC",736
"PPCDC","TYMS",847
"PPCDC","ENPP1",902
"GPR18","CNR2",908
"MCCC2","MCCC1",999
"MCCC2","PCCA",979
"MCCC2","HIBADH",853
"MCCC2","HMGCL",789
"MCCC2","PC",793
"MCCC2","ALDH6A1",703
"MCCC2","IVD",993
"MCCC2","PCCB",688
"ADRB3","SRC",871
"ADRB3","ADRB2",848
"ESR2","NR0B1",947
"ESR2","IGF1",864
"ESR2","NOS3",984
"ESR2","HSP90AB1",858
"ESR2","FOS",970
"ESR2","PPP5C",700
"ESR2","TP53",881
"ESR2","PTK2",697
"ESR2","PIK3R1",663
"ESR2","SRC",995
"ESR2","ERBB2",723
"ESR2","AKT1",872
"ESR2","HIF1A",670
"IFNAR2","IFNG",886
"IFNAR2","CSF2",718
"IFNAR2","IL15",730
"IFNAR2","IFNAR1",999
"IFNAR2","IFNB1",998
"IFNAR2","PTPN1",904
"IFNAR2","IL13",700
"IFNAR2","PTPN11",936
"CDH5","VWF",888
"CDH5","NOS3",727
"CDH5","SRC",951
"CDH5","VCAM1",718
"CDH5","AKT1",757
"CDH5","FLT4",869
"CDH5","PTPN11",947
"CDH5","SELE",733
"CDH5","P2RY2",776
"CDH5","CTNNB1",999
"CDH5","RHOA",962
"CDH5","PTK2",900
"CDH5","TEK",865
"GRM8","GABBR2",703
"GRM8","GRIA2",668
"GRM8","GRIK4",668
"GRM8","GRIA3",664
"GRM8","GRIA1",691
"GRM8","NPY5R",661
"TAS1R3","TAS1R2",880
"TAS1R3","CASR",665
"TAS1R3","SLC2A2",662
"TAS1R3","GABBR2",673
"CTNNB1","PPARD",941
"CTNNB1","GDNF",940
"CTNNB1","TP53",863
"CTNNB1","AQP1",807
"CTNNB1","TOP2A",825
"CTNNB1","ABL1",992
"CTNNB1","FGFR2",681
"CTNNB1","GAPDH",868
"CTNNB1","HRAS",854
"CTNNB1","MMP9",763
"CTNNB1","CTBP1",993
"CTNNB1","AR",999
"CTNNB1","PIK3R1",993
"CTNNB1","PTK2",816
"CTNNB1","ALK",721
"CTNNB1","ALB",803
"CTNNB1","CDK5",672
"CTNNB1","PPP2CA",819
"CTNNB1","NR5A1",991
"CTNNB1","IGF1",968
"CTNNB1","CD44",769
"CTNNB1","HDAC1",999
"CTNNB1","PTPN11",995
"CTNNB1","FOS",992
"CTNNB1","MET",994
"CTNNB1","PTPN1",988
"CTNNB1","RARA",722
"CTNNB1","AXIN1",999
"CTNNB1","CDK4",707
"CTNNB1","CFTR",702
"CTNNB1","MAP2K1",723
"CTNNB1","IGF1R",989
"CTNNB1","RARG",747
"CTNNB1","BCL2L1",744
"CTNNB1","GRIA2",922
"CTNNB1","HIF1A",997
"CTNNB1","ITGB7",924
"CTNNB1","RHOA",986
"CTNNB1","CDK6",841
"CTNNB1","MUC1",998
"CTNNB1","IRS1",969
"CTNNB1","CD9",787
"CTNNB1","CDH5",999
"CTNNB1","VDR",985
"CTNNB1","MMP3",958
"CTNNB1","AKT1",996
"CTNNB1","CD4",678
"CTNNB1","ERBB2",999
"CTNNB1","SRC",999
"CTNNB1","LGALS3",988
"CTNNB1","CASP3",990
"CTNNB1","RXRA",917
"CTNNB1","PSENEN",918
"CTNNB1","PRKCA",816
"CTNNB1","HINT1",698
"CTNNB1","NR1H4",808
"CTNNB1","KIT",685
"GPT2","IDH3A",817
"GPT2","AGXT",934
"GPT2","ALDH6A1",708
"GPT2","SDHD",825
"GPT2","NAGS",921
"GPT2","PSAT1",685
"GPT2","SDHB",868
"GPT2","GOT1",982
"CTSL","MMP3",669
"CTSL","HSPG2",941
"CTSL","BCL2L1",671
"CTSL","CTSK",811
"CTSL","CTSD",939
"CTSL","MMP9",729
"HMGB1","TLR9",980
"HMGB1","NFKB2",908
"HMGB1","IFNB1",951
"HMGB1","CASP3",673
"HMGB1","S100B",791
"HMGB1","TLR4",999
"HMGB1","CALR",716
"HMGB1","SNCA",775
"HMGB1","RHOA",926
"HMGB1","ITGB3",908
"HMGB1","TP53",998
"PDE4D","ENPP1",717
"PDE4D","NT5E",677
"PDE4D","ADRB2",967
"PDE4D","AK1",668
"PDE4D","CACNA1C",750
"PDE4D","ADCY1",810
"TPK1","LIPT1",685
"TPK1","AK1",931
"TPK1","ALPPL2",901
"TPK1","PDXK",665
"SCNN1A","SCN4A",904
"SCNN1A","SCN5A",768
"SCNN1A","SCN2A",746
"SCNN1A","SLC12A3",682
"SCNN1A","CFTR",871
"SCNN1A","SCNN1G",997
"SCNN1A","SCNN1D",930
